edad,nivel_formacion,rol_tecnologico,seniority,antiguedad_meses,modalidad_trabajo,tipo_contrato,salario_mensual,cantidad_horas_extra_mes,capacitacion_ultimo_anio,evaluacion_desempeno,cantidad_empresas_anteriores,satisfaccion_laboral,satisfaccion_ambiente,equilibrio_vida_trabajo,estancamiento_carrera,feedback_lider,desercion
29,Universitario,Fullstack,Junior,107,Remoto,Indefinido,4797180,9,Si,2,2,3,4,2,3,4,No
23,Universitario,Backend,Senior,16,Hibrido,Indefinido,14405914,3,No,4,1,2,3,3,4,3,No
39,Universitario,QA,Junior,5,Remoto,Indefinido,5182527,2,Si,3,4,4,2,5,1,2,No
35,Secundaria,QA,Trainee,54,Remoto,Plazo fijo,3838099,11,No,4,3,2,2,4,1,2,No
28,Tecnico,Fullstack,Semi-Senior,15,Presencial,Indefinido,8667391,11,No,4,2,3,3,4,1,4,No
30,Universitario,Frontend,Semi-Senior,30,Hibrido,Indefinido,10229065,4,Si,3,1,5,4,4,2,2,No
31,Posgrado,Backend,Senior,99,Remoto,Indefinido,11587426,7,No,2,4,2,2,3,4,2,No
20,Universitario,DevOps,Semi-Senior,2,Hibrido,Indefinido,10430460,3,No,2,1,5,3,2,3,5,No
28,Universitario,QA,Semi-Senior,3,Remoto,Eventual,12043637,9,Si,4,1,3,2,3,2,3,No
25,Tecnico,Backend,Senior,31,Hibrido,Plazo fijo,12131614,14,No,4,1,4,4,3,3,2,Si
23,Universitario,Frontend,Semi-Senior,8,Presencial,Plazo fijo,9056744,9,No,4,1,2,4,4,1,4,Si
28,Universitario,QA,Trainee,5,Hibrido,Indefinido,4473437,5,Si,4,2,4,4,3,3,3,No
40,Universitario,Backend,Semi-Senior,1,Remoto,Indefinido,12112468,4,Si,2,1,3,5,5,4,1,No
33,Universitario,Fullstack,Lead,1,Hibrido,Indefinido,17466507,8,No,4,2,2,4,3,3,3,No
26,Secundaria,Data,Semi-Senior,36,Remoto,Indefinido,11987658,9,No,3,6,5,3,4,3,2,No
33,Secundaria,Frontend,Junior,4,Remoto,Eventual,6166561,6,No,4,2,3,3,3,3,3,No
